COIN_NAME,STRATEGY,START DATE,FINISH DATE,START BALANCE,END BALANCE,% WIN,TRADES NUM
ETH,TSI,2018-08-30 20:58:00,2018-09-01 03:43:00,"100,008224","99,41253972","-0,595635294953",2
ETH,PPO,2018-08-30 20:58:00,2018-09-01 20:58:00,"100,008224","99,17101508","-0,8371400736",7
ETH,custom,2018-08-30 20:58:00,2018-09-01 20:58:00,"100,008224","97,8599450099","-2,14810233015",18
ETH,RSI_BULL_BEAR_ADX_PINGPONG,2018-08-30 20:58:00,2018-09-01 17:13:00,"100,008224","99,6797588728","-0,328438116434",5
ETH,Supertrend_Gab0,2018-08-30 20:58:00,2018-09-01 14:43:00,"100,008224","96,4461539658","-3,5617771137",9
ETH,x2_rsi,2018-08-30 20:58:00,2018-09-01 03:28:00,"100,008224","98,24123373","-1,76684496467",2
ETH,RSI_Bull_Bear_Adx_Stop,2018-08-30 20:58:00,2018-09-01 17:13:00,"100,008224","101,115451236","1,10713618532",5
ETH,bryanbeck,2018-08-30 20:58:00,2018-09-01 14:58:00,"100,008224","99,60248693","-0,405703704927",10
ETH,bestone_updated_hardcoded,2018-08-30 20:58:00,2018-08-31 19:28:00,"100,008224","98,6570828706","-1,35103002072",3
ETH,BodhiDI_public,2018-08-30 20:58:00,2018-08-31 20:43:00,"100,008224","99,7580715604","-0,250131868741",2
ETH,BBRSI,2018-08-30 20:58:00,2018-08-31 16:28:00,"100,008224","99,0760432","-0,932104143755",4
ETH,RSI,2018-08-30 20:58:00,2018-09-01 03:28:00,"100,008224","98,24123373","-1,76684496467",2
ETH,DEBUG_single-advice,2018-08-30 20:58:00,2018-08-30 21:18:00,"100,008224","98,92968149","-1,07845381796",2
ETH,tulip-adx,2018-08-30 20:58:00,2018-09-01 15:28:00,"100,008224","98,9378683973","-1,07026758385",3
ETH,UO,2018-08-30 20:58:00,2018-09-01 03:58:00,"100,008224","101,76020849","1,75184041864",3
ETH,DEBUG_toggle-advice,2018-08-30 20:58:00,2018-09-01 20:28:00,"100,008224","88,1292597719","-11,8779873824",64
ETH,FIXPRICE,2018-08-30 20:58:00,2018-08-30 21:13:00,"100,008224","99,7582581997","-0,249945244843",1
ETH,EMACrossover,2018-08-30 20:58:00,2018-09-01 00:13:00,"100,008224","98,9519781346","-1,05615900686",3
DCR,NEO,2018-09-01 00:37:00,2018-09-02 15:07:00,"100,0012272","97,36247704","-2,63871777766",2
DCR,DI,2018-09-01 00:37:00,2018-09-02 20:37:00,"100,0012272","95,3064396028","-4,69472998344",10
DCR,StochRSI,2018-09-01 00:37:00,2018-09-02 21:37:00,"100,0012272","95,6221396846","-4,37903377594",13
DCR,RSI_BB_ADX_Peak,2018-09-01 00:37:00,2018-09-01 03:37:00,"100,0012272","99,751226","-0,249998132034",1
DCR,TMA,2018-09-01 00:37:00,2018-09-03 00:37:00,"100,0012272","97,16269662","-2,83849574598",6
DCR,RsiStopLoss,2018-09-01 00:37:00,2018-09-01 00:52:00,"100,0012272","99,7512272","-0,249996932062",1
DCR,DynBuySell,2018-09-01 00:37:00,2018-09-01 05:22:00,"100,0012272","99,751231","-0,249993132094",1
DCR,RSI_BULL_BEAR,2018-09-01 00:37:00,2018-09-01 03:22:00,"100,0012272","99,7512233919","-0,250000740052",1
DCR,buyatsellat_ui,2018-09-01 00:37:00,2018-09-01 00:52:00,"100,0012272","99,7512272","-0,249996932062",1
DCR,DEMACrossover,2018-09-01 00:37:00,2018-09-02 01:07:00,"100,0012272","95,53702614","-4,464146276",8
